kmer,importance
kmer_3426,0.00785316
kmer_7620,0.00785111
kmer_9831,0.007850899
kmer_8691,0.007850778
kmer_6064,0.007848687
kmer_9059,0.007845303
kmer_8617,0.00784267
kmer_2355,0.007841612
kmer_4289,0.007840095
kmer_6013,0.007828073
kmer_4059,0.007824304
kmer_8529,0.007824288
kmer_6067,0.007822942
kmer_5171,0.007822002
kmer_9659,0.007821282
kmer_8289,0.00782098
kmer_9657,0.007820609
kmer_8438,0.007814246
kmer_5444,0.007814157
kmer_8017,0.007814104
kmer_7805,0.007813853
kmer_8615,0.007812284
kmer_8029,0.007810937
kmer_7605,0.007808385
kmer_9938,0.007806266
kmer_7591,0.007805233
kmer_6116,0.0078050606
kmer_4397,0.007802295
kmer_9519,0.0077985325
kmer_7608,0.0077971704
kmer_8620,0.0077958456
kmer_4634,0.007795329
kmer_6120,0.00779197
kmer_1439,0.007791535
kmer_8814,0.0077900006
kmer_4839,0.0077893725
kmer_6154,0.0077891187
kmer_7799,0.007788936
kmer_6608,0.0077872714
kmer_5831,0.007786517
kmer_8977,0.0077840835
kmer_7688,0.007783375
kmer_8013,0.007783209
kmer_8709,0.0077810204
kmer_7729,0.007779397
kmer_9711,0.0077753356
kmer_5280,0.0077743456
kmer_8361,0.007773262
kmer_7984,0.0077729747
kmer_7982,0.007768627
kmer_9981,0.0077649495
kmer_7341,0.007764064
kmer_7285,0.0077621946
kmer_8945,0.007759384
kmer_5859,0.007751897
kmer_7623,0.0077515943
kmer_9630,0.0077511854
kmer_6879,0.007746324
kmer_8671,0.0077446504
kmer_8010,0.0077435626
kmer_9513,0.0077420315
kmer_3108,0.007741923
kmer_9198,0.00774187
kmer_9458,0.0077398685
kmer_6324,0.007739184
kmer_8728,0.007736377
kmer_8375,0.007732742
kmer_9640,0.0077309865
kmer_4639,0.007729217
kmer_4750,0.0077269846
kmer_8346,0.0077197785
kmer_2601,0.0077190376
kmer_8890,0.0077163777
kmer_8449,0.00771564
kmer_2329,0.0077142683
kmer_3457,0.0077130715
kmer_6920,0.0077123893
kmer_5391,0.0077088224
kmer_7393,0.00770678
kmer_7730,0.0077044903
kmer_4665,0.0076995366
kmer_7305,0.007699211
kmer_1993,0.0076976945
kmer_4761,0.0076966337
kmer_7609,0.007696352
kmer_4648,0.0076950714
kmer_6309,0.0076947883
kmer_8511,0.007691966
kmer_8856,0.0076910364
kmer_8401,0.007688414
kmer_1033,0.007686873
kmer_7795,0.007686068
kmer_2621,0.0076855286
kmer_3819,0.0076814755
kmer_6300,0.0076798904
kmer_8516,0.007678516
kmer_8026,0.0076784827
kmer_3104,0.0076767346
kmer_8824,0.007675514
kmer_6531,0.0076733646
kmer_6079,0.0076726987
kmer_6902,0.007672656
kmer_3461,0.007670933
kmer_2602,0.0076707364
kmer_8681,0.007670282
kmer_6536,0.0076676053
kmer_9989,0.0076673133
kmer_2989,0.0076640355
kmer_4301,0.0076635145
kmer_6147,0.0076629263
kmer_7517,0.0076605673
kmer_1343,0.007660321
kmer_4101,0.007659186
kmer_3689,0.0076566995
kmer_7765,0.0076518864
kmer_6081,0.0076512387
kmer_8558,0.007650996
kmer_6070,0.0076508694
kmer_7304,0.007650851
kmer_6126,0.00764694
kmer_7601,0.0076468396
kmer_6349,0.0076457593
kmer_7529,0.0076447004
kmer_8354,0.007642732
kmer_8542,0.007641648
kmer_6862,0.0076396284
kmer_8674,0.0076386854
kmer_6923,0.0076384493
kmer_8190,0.007637418
kmer_8695,0.0076353503
kmer_7166,0.007633991
kmer_8356,0.007633404
kmer_9715,0.007632338
kmer_7459,0.0076304297
kmer_8148,0.007629694
kmer_7284,0.00762897
kmer_5337,0.007627471
kmer_9144,0.007626989
kmer_1338,0.0076237605
kmer_6384,0.0076214946
kmer_9151,0.0076207025
kmer_5782,0.0076196897
kmer_6910,0.0076192953
kmer_3691,0.007618363
kmer_6299,0.007617501
kmer_9227,0.0076153628
kmer_4943,0.0076147798
kmer_5439,0.0076145157
kmer_4619,0.0076082335
kmer_4102,0.00760819
kmer_8358,0.007607471
kmer_8533,0.007606443
kmer_4741,0.007605997
kmer_4287,0.007604183
kmer_4293,0.0076021436
kmer_5442,0.0076011247
kmer_9940,0.007600249
kmer_3105,0.007599704
kmer_9707,0.0075995317
kmer_9784,0.0075993696
kmer_9136,0.007597748
kmer_6327,0.0075975503
kmer_2620,0.00759754
kmer_5033,0.0075972886
kmer_8854,0.007590198
kmer_8441,0.007588812
kmer_8706,0.0075883525
kmer_3496,0.0075874785
kmer_8363,0.0075861895
kmer_5906,0.0075845122
kmer_1954,0.0075824414
kmer_8819,0.0075820563
kmer_3189,0.0075814277
kmer_4961,0.0075796847
kmer_8614,0.007579235
kmer_9408,0.00757688
kmer_9737,0.0075767026
kmer_8716,0.0075741434
kmer_8975,0.00757224
kmer_7685,0.0075697773
kmer_3611,0.0075685987
kmer_8898,0.007566442
kmer_8821,0.0075664
kmer_7734,0.0075649167
kmer_5685,0.007564731
kmer_9779,0.0075644585
kmer_4106,0.007561871
kmer_1844,0.0075594103
kmer_4288,0.0075585027
kmer_8123,0.0075549437
kmer_6375,0.007553877
kmer_9140,0.0075537567
kmer_9042,0.007552204
kmer_4947,0.0075512384
kmer_6057,0.007550727
kmer_5036,0.007550695
kmer_7746,0.007548151
kmer_4062,0.007548069
kmer_611,0.0075480305
kmer_445,0.00754795
kmer_6878,0.0075471536
kmer_4103,0.0075469064
kmer_5852,0.0075469054
kmer_5173,0.0075445324
kmer_3808,0.0075430493
kmer_4073,0.0075419224
kmer_9554,0.0075400034
kmer_4635,0.0075362646
kmer_8144,0.007536173
kmer_8618,0.007535665
kmer_3696,0.0075347275
kmer_8191,0.0075343265
kmer_6344,0.0075337025
kmer_4145,0.00753329
kmer_4838,0.007532782
kmer_5540,0.0075313733
kmer_8147,0.007528619
kmer_4914,0.0075264922
kmer_7145,0.0075252852
kmer_5835,0.007525065
kmer_9305,0.00752136
kmer_6083,0.007521134
kmer_7727,0.0075199767
kmer_9429,0.0075147385
kmer_8440,0.0075078825
kmer_7519,0.00750745
kmer_4042,0.007506634
kmer_5043,0.0075051165
kmer_7028,0.007503358
kmer_5448,0.0075021097
kmer_9613,0.0074997977
kmer_5840,0.007499785
kmer_3626,0.0074996524
kmer_8949,0.0074987826
kmer_8104,0.007497147
kmer_4633,0.0074968007
kmer_4389,0.0074958494
kmer_5899,0.007492684
kmer_7138,0.007490138
kmer_2002,0.00748907
kmer_7575,0.007488247
kmer_8377,0.007487619
kmer_8447,0.0074875695
kmer_6493,0.0074849846
kmer_1570,0.0074830004
kmer_6969,0.0074824966
kmer_7794,0.007481897
kmer_9654,0.0074795885
kmer_7359,0.0074794358
kmer_8735,0.0074773463
kmer_6252,0.0074760774
kmer_4295,0.0074738706
kmer_4309,0.00747373
kmer_8889,0.007473245
kmer_6553,0.0074681365
kmer_7627,0.0074660326
kmer_6876,0.0074648047
kmer_6168,0.0074643693
kmer_6929,0.007464074
kmer_9512,0.007462811
kmer_6911,0.0074625756
kmer_4345,0.0074595916
kmer_3597,0.0074584656
kmer_9058,0.007458416
kmer_9929,0.007458095
kmer_9397,0.00745778
kmer_7009,0.0074574477
kmer_7824,0.007456655
kmer_7251,0.007454052
kmer_1921,0.0074534514
kmer_9062,0.0074519427
kmer_3685,0.0074515236
kmer_5836,0.0074471286
kmer_6871,0.0074468595
kmer_1125,0.007446648
kmer_1032,0.007446381
kmer_2969,0.007446025
kmer_7452,0.00744468
kmer_3184,0.0074422196
kmer_6745,0.0074373847
kmer_2597,0.0074351905
kmer_9777,0.0074329516
kmer_5863,0.007432899
kmer_9727,0.007432097
kmer_4793,0.0074310047
kmer_5032,0.0074308366
kmer_4574,0.0074297837
kmer_8976,0.007428684
kmer_8613,0.00742796
kmer_9041,0.0074261646
kmer_5443,0.007424078
kmer_9290,0.007422994
kmer_9920,0.007421926
kmer_9634,0.0074209506
